character.id,character.name,character.realm.slug,honor_level,honorable_kills,Isle of Conquest win_rate,Arathi Basin win_rate,Isle of Conquest played,Arathi Basin played,Isle of Conquest won,Arathi Basin won,Alterac Valley win_rate,Classic Warsong Gulch win_rate,Classic Arathi Basin win_rate,Eye of the Storm win_rate,Strand of the Ancients win_rate,Twin Peaks win_rate,Silvershard Mines win_rate,The Battle for Gilneas win_rate,Temple of Kotmogu win_rate,Deepwind Gorge (Legacy) win_rate,Ashran win_rate,Arathi Basin Winter win_rate,Seething Shore win_rate,Warsong Gulch win_rate,Battle for Wintergrasp win_rate,Deepwind Gorge win_rate,Alterac Valley played,Classic Warsong Gulch played,Classic Arathi Basin played,Eye of the Storm played,Strand of the Ancients played,Twin Peaks played,Silvershard Mines played,The Battle for Gilneas played,Temple of Kotmogu played,Deepwind Gorge (Legacy) played,Ashran played,Arathi Basin Winter played,Seething Shore played,Warsong Gulch played,Battle for Wintergrasp played,Deepwind Gorge played,Alterac Valley won,Classic Warsong Gulch won,Classic Arathi Basin won,Eye of the Storm won,Strand of the Ancients won,Twin Peaks won,Silvershard Mines won,The Battle for Gilneas won,Temple of Kotmogu won,Deepwind Gorge (Legacy) won,Ashran won,Arathi Basin Winter won,Seething Shore won,Warsong Gulch won,Battle for Wintergrasp won,Deepwind Gorge won,Rated Eye of the Storm win_rate,Rated Eye of the Storm played,Rated Eye of the Storm won,Korrak's Revenge win_rate,Korrak's Revenge played,Korrak's Revenge won,Arathi Basin Comp Stomp win_rate,Arathi Basin Comp Stomp played,Arathi Basin Comp Stomp won,Southshore vs. Tarren Mill win_rate,Southshore vs. Tarren Mill played,Southshore vs. Tarren Mill won
178142124,Десперайт,gordunni,39.0,808.0,100.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158366847,Epicskillz,conseil-des-ombres,40.0,129912.0,58.0,62.0,115.0,13.0,67.0,8.0,48.0,60.0,49.0,53.0,54.0,60.0,59.0,53.0,63.0,59.0,50.0,0.0,67.0,90.0,40.0,62.0,101.0,503.0,277.0,282.0,209.0,398.0,184.0,323.0,212.0,90.0,2.0,1.0,21.0,10.0,5.0,13.0,48.0,303.0,136.0,150.0,112.0,238.0,108.0,172.0,134.0,53.0,1.0,0.0,14.0,9.0,2.0,8.0,,,,,,,,,,,,
78769113,Экзекуторс,howling-fjord,47.0,31676.0,32.0,100.0,81.0,3.0,26.0,3.0,41.0,36.0,41.0,53.0,50.0,46.0,60.0,40.0,48.0,10.0,80.0,,20.0,67.0,50.0,33.0,81.0,95.0,70.0,81.0,68.0,65.0,30.0,62.0,66.0,10.0,5.0,,5.0,3.0,6.0,3.0,33.0,34.0,29.0,43.0,34.0,30.0,18.0,25.0,32.0,1.0,4.0,,1.0,2.0,3.0,1.0,2200.0,1.0,22.0,,,,,,,,,
154704488,Jitizim,ravencrest,15.0,3998.0,80.0,73.0,10.0,15.0,8.0,11.0,60.0,,,100.0,,64.0,40.0,82.0,45.0,,67.0,,60.0,71.0,33.0,67.0,10.0,,,3.0,,11.0,5.0,11.0,11.0,,3.0,,10.0,7.0,3.0,12.0,6.0,,,3.0,,7.0,2.0,9.0,5.0,,2.0,,6.0,5.0,1.0,8.0,100.0,4.0,4.0,,,,,,,,,
134245080,Zedbug,spinebreaker,7.0,1238.0,100.0,50.0,1.0,4.0,1.0,2.0,33.0,,,,,60.0,100.0,83.0,100.0,,0.0,,17.0,67.0,,50.0,3.0,,,,,5.0,1.0,6.0,1.0,,1.0,,6.0,3.0,,2.0,1.0,,,,,3.0,1.0,5.0,1.0,,0.0,,1.0,2.0,,1.0,,,,,,,,,,,,
133368774,Qunaii,defias-brotherhood,29.0,1882.0,25.0,50.0,4.0,2.0,1.0,1.0,50.0,,,80.0,,100.0,0.0,25.0,,,,0.0,0.0,50.0,,60.0,6.0,,,5.0,,1.0,1.0,4.0,,,,1.0,1.0,4.0,,5.0,3.0,,,4.0,,1.0,0.0,1.0,,,,0.0,0.0,2.0,,3.0,50.0,2.0,1.0,0.0,6.0,0.0,,,,,,
118742265,Plambi,burning-legion,20.0,17769.0,37.0,78.0,27.0,9.0,10.0,7.0,61.0,58.0,55.0,61.0,63.0,75.0,80.0,67.0,80.0,,50.0,,80.0,78.0,43.0,69.0,36.0,59.0,42.0,41.0,46.0,16.0,10.0,12.0,10.0,,2.0,,10.0,9.0,7.0,13.0,22.0,34.0,23.0,25.0,29.0,12.0,8.0,8.0,8.0,,1.0,,8.0,7.0,3.0,9.0,,,,,,,,,,,,
162999798,Iladonf,dalaran,16.0,161.0,50.0,,2.0,,1.0,,,,,,,100.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
154135172,Imaqtcats,sanguino,7.0,691.0,,0.0,,3.0,,0.0,,,,,,0.0,71.0,75.0,50.0,,,,100.0,50.0,100.0,100.0,,,,,,2.0,7.0,4.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,0.0,5.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,100.0,1.0,1.0,,,,,,,,,
156424854,Falixix,la-croisade-écarlate,43.0,27492.0,50.0,,6.0,,3.0,,55.0,58.0,70.0,62.0,57.0,55.0,33.0,50.0,22.0,0.0,60.0,,,0.0,,0.0,22.0,62.0,56.0,26.0,42.0,40.0,6.0,42.0,9.0,1.0,5.0,,,3.0,,2.0,12.0,36.0,39.0,16.0,24.0,22.0,2.0,21.0,2.0,0.0,3.0,,,0.0,,0.0,,,,,,,,,,,,
161940989,Ramegrag,dun-modr,68.0,28829.0,40.0,72.0,30.0,54.0,12.0,39.0,41.0,33.0,100.0,72.0,,72.0,69.0,46.0,74.0,0.0,53.0,25.0,62.0,70.0,30.0,67.0,37.0,6.0,1.0,47.0,,60.0,59.0,54.0,93.0,1.0,17.0,4.0,48.0,47.0,33.0,57.0,15.0,2.0,1.0,34.0,,43.0,41.0,25.0,69.0,0.0,9.0,1.0,30.0,33.0,10.0,38.0,75.0,12.0,9.0,29.0,7.0,2.0,,,,,,
158746586,Kohanayim,twilights-hammer,83.0,6181.0,50.0,56.0,12.0,25.0,6.0,14.0,73.0,,,57.0,,64.0,48.0,65.0,36.0,,78.0,67.0,52.0,46.0,78.0,58.0,15.0,,,14.0,,22.0,29.0,23.0,22.0,,9.0,3.0,33.0,24.0,9.0,19.0,11.0,,,8.0,,14.0,14.0,15.0,8.0,,7.0,2.0,17.0,11.0,7.0,11.0,29.0,17.0,5.0,0.0,1.0,0.0,,,,,,
120255935,Chamdead,confrérie-du-thorium,12.0,1857.0,50.0,33.0,2.0,3.0,1.0,1.0,67.0,,,50.0,,50.0,25.0,100.0,75.0,,,,80.0,100.0,60.0,,3.0,,,2.0,,2.0,4.0,5.0,4.0,,,,5.0,4.0,5.0,,2.0,,,1.0,,1.0,1.0,5.0,3.0,,,,4.0,4.0,3.0,,,,,,,,100.0,32.0,32.0,,,
118352641,Council,ravencrest,16.0,3106.0,100.0,67.0,2.0,3.0,2.0,2.0,50.0,55.0,100.0,100.0,20.0,50.0,56.0,67.0,60.0,,,,100.0,100.0,50.0,100.0,2.0,11.0,3.0,1.0,5.0,4.0,9.0,6.0,5.0,,,,1.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,
175873776,Форрготэн,howling-fjord,6.0,1741.0,50.0,0.0,2.0,2.0,1.0,0.0,25.0,,,25.0,,0.0,50.0,25.0,71.0,,0.0,,,67.0,0.0,33.0,4.0,,,4.0,,3.0,2.0,4.0,7.0,,3.0,,,3.0,3.0,6.0,1.0,,,1.0,,0.0,1.0,1.0,5.0,,0.0,,,2.0,0.0,2.0,,,,,,,,,,,,
242363131,Джиммиджи,gordunni,155.0,11779.0,17.0,0.0,6.0,1.0,1.0,0.0,40.0,20.0,33.0,47.0,50.0,60.0,8.0,67.0,47.0,100.0,,,50.0,50.0,0.0,67.0,5.0,10.0,6.0,15.0,6.0,5.0,12.0,6.0,17.0,1.0,,,6.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,3.0,3.0,1.0,4.0,8.0,1.0,,,3.0,1.0,0.0,2.0,,,,100.0,1.0,1.0,100.0,8.0,8.0,,,
107144363,Shtrauska,les-clairvoyants,45.0,11295.0,0.0,,1.0,,0.0,,67.0,31.0,18.0,13.0,30.0,24.0,40.0,27.0,38.0,35.0,,0.0,67.0,33.0,,,3.0,52.0,22.0,15.0,20.0,51.0,42.0,56.0,45.0,17.0,,1.0,12.0,3.0,,,2.0,16.0,4.0,2.0,6.0,12.0,17.0,15.0,17.0,6.0,,0.0,8.0,1.0,,,,,,,,,,,,,,
124508002,Themis,les-sentinelles,13.0,1346.0,25.0,0.0,4.0,1.0,1.0,0.0,50.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,,75.0,0.0,50.0,,2.0,,,,,2.0,2.0,2.0,1.0,2.0,1.0,,4.0,1.0,4.0,,1.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,2.0,,,,,,,,,,,,,
163136502,Bløedbad,les-sentinelles,17.0,5643.0,25.0,50.0,4.0,2.0,1.0,1.0,30.0,64.0,78.0,50.0,33.0,43.0,60.0,46.0,50.0,50.0,0.0,,67.0,,0.0,,10.0,28.0,9.0,2.0,9.0,14.0,5.0,13.0,10.0,4.0,1.0,,3.0,,2.0,,3.0,18.0,7.0,1.0,3.0,6.0,3.0,6.0,5.0,2.0,0.0,,2.0,,0.0,,600.0,1.0,6.0,,,,,,,,,
164108514,Torkas,alleria,25.0,569.0,,,,,,,100.0,,,0.0,,100.0,0.0,,100.0,,,,,100.0,100.0,0.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,,,0.0,,1.0,0.0,,1.0,,,,,2.0,1.0,0.0,,,,,,,,,,,,
166079251,Steks,blades-edge,22.0,20841.0,48.0,57.0,23.0,7.0,11.0,4.0,48.0,59.0,62.0,49.0,64.0,33.0,82.0,38.0,58.0,40.0,,67.0,100.0,70.0,60.0,25.0,160.0,49.0,93.0,43.0,61.0,15.0,11.0,26.0,12.0,5.0,,3.0,3.0,10.0,5.0,4.0,77.0,29.0,58.0,21.0,39.0,5.0,9.0,10.0,7.0,2.0,,2.0,3.0,7.0,3.0,1.0,,,,14.0,7.0,1.0,,,,,,
29023071,Dankai,zuljin,14.0,8147.0,67.0,0.0,6.0,1.0,4.0,0.0,43.0,62.0,68.0,50.0,70.0,33.0,100.0,100.0,100.0,,50.0,,0.0,100.0,,,28.0,37.0,25.0,18.0,23.0,3.0,1.0,1.0,2.0,,4.0,,1.0,1.0,,,12.0,23.0,17.0,9.0,16.0,1.0,1.0,1.0,2.0,,2.0,,0.0,1.0,,,,,,,,,,,,,,
229983067,Снижд,gordunni,12.0,129.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
158006360,Erokan,antonidas,33.0,48229.0,51.0,,96.0,,49.0,,52.0,45.0,43.0,47.0,44.0,51.0,38.0,60.0,68.0,60.0,0.0,,50.0,67.0,,33.0,90.0,251.0,175.0,187.0,180.0,142.0,29.0,73.0,31.0,5.0,2.0,,2.0,3.0,,3.0,47.0,113.0,76.0,88.0,80.0,73.0,11.0,44.0,21.0,3.0,0.0,,1.0,2.0,,1.0,,,,,,,,,,,,
154184421,Ludotwins,kirin-tor,4.0,390.0,,0.0,,1.0,,0.0,100.0,,,0.0,,,0.0,100.0,0.0,,,,50.0,0.0,100.0,50.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,0.0,,,0.0,1.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,
129327797,Бренсвен,gordunni,139.0,7840.0,56.0,,9.0,,5.0,,73.0,25.0,0.0,,,,100.0,0.0,,,56.0,,0.0,100.0,64.0,100.0,11.0,4.0,1.0,,,,1.0,2.0,,,9.0,,1.0,1.0,14.0,1.0,8.0,1.0,0.0,,,,1.0,0.0,,,5.0,,0.0,1.0,9.0,1.0,,,,,,,,,,,,
62946009,Мутанти,howling-fjord,32.0,145903.0,54.0,40.0,215.0,5.0,117.0,2.0,47.0,62.0,60.0,56.0,53.0,63.0,55.0,63.0,62.0,61.0,86.0,,86.0,0.0,86.0,67.0,287.0,467.0,333.0,218.0,217.0,292.0,69.0,253.0,86.0,49.0,7.0,,7.0,1.0,7.0,3.0,136.0,288.0,201.0,123.0,115.0,185.0,38.0,160.0,53.0,30.0,6.0,,6.0,0.0,6.0,2.0,,,,,,,,,,,,
150503522,Wallak,les-clairvoyants,10.0,1952.0,0.0,50.0,1.0,6.0,0.0,3.0,80.0,,,50.0,,25.0,56.0,75.0,50.0,,75.0,,50.0,50.0,50.0,67.0,5.0,,,2.0,,4.0,9.0,4.0,2.0,,4.0,,2.0,4.0,2.0,3.0,4.0,,,1.0,,1.0,5.0,3.0,1.0,,3.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,
154057664,Malwéthiel,kirin-tor,84.0,5572.0,50.0,,8.0,,4.0,,44.0,33.0,0.0,0.0,,65.0,71.0,21.0,27.0,80.0,0.0,,250.0,20.0,50.0,33.0,9.0,12.0,4.0,2.0,,17.0,7.0,24.0,11.0,5.0,1.0,,2.0,5.0,6.0,3.0,4.0,4.0,0.0,0.0,,11.0,5.0,5.0,3.0,4.0,0.0,,5.0,1.0,3.0,1.0,,,,0.0,4.0,0.0,100.0,14.0,14.0,,,
159075841,Maistespalà,culte-de-la-rive-noire,31.0,8108.0,43.0,27.0,7.0,15.0,3.0,4.0,29.0,41.0,70.0,80.0,0.0,59.0,44.0,52.0,73.0,50.0,,100.0,67.0,83.0,50.0,50.0,7.0,22.0,10.0,10.0,1.0,17.0,18.0,23.0,22.0,18.0,,3.0,9.0,6.0,4.0,4.0,2.0,9.0,7.0,8.0,0.0,10.0,8.0,12.0,16.0,9.0,,3.0,6.0,5.0,2.0,2.0,,,,,,,100.0,4.0,4.0,,,
161646987,Katrína,la-croisade-écarlate,54.0,5557.0,0.0,35.0,3.0,17.0,0.0,6.0,0.0,17.0,100.0,39.0,,31.0,53.0,48.0,50.0,0.0,100.0,,23.0,43.0,0.0,42.0,1.0,6.0,2.0,18.0,,26.0,34.0,29.0,20.0,1.0,2.0,,22.0,21.0,3.0,12.0,0.0,1.0,2.0,7.0,,8.0,18.0,14.0,10.0,0.0,2.0,,5.0,9.0,0.0,5.0,100.0,2.0,2.0,100.0,2.0,2.0,,,,,,
162627001,Noelle,sargeras,5.0,1186.0,0.0,100.0,2.0,1.0,0.0,1.0,25.0,,,0.0,,25.0,50.0,0.0,100.0,,75.0,,33.0,,33.0,33.0,4.0,,,1.0,,4.0,2.0,2.0,3.0,,4.0,,3.0,,3.0,3.0,1.0,,,0.0,,1.0,1.0,0.0,3.0,,3.0,,1.0,,1.0,1.0,50.0,2.0,1.0,,,,,,,,,
157684522,Telperion,conseil-des-ombres,21.0,9999.0,80.0,40.0,5.0,10.0,4.0,4.0,75.0,100.0,,86.0,50.0,59.0,60.0,42.0,70.0,,0.0,100.0,55.0,58.0,56.0,33.0,4.0,1.0,,7.0,2.0,17.0,10.0,12.0,10.0,,2.0,1.0,11.0,12.0,9.0,3.0,3.0,1.0,,6.0,1.0,10.0,6.0,5.0,7.0,,0.0,1.0,6.0,7.0,5.0,1.0,,,,,,,100.0,1.0,1.0,,,
152134467,Icarius,kirin-tor,7.0,20247.0,10.0,,10.0,,1.0,,,40.0,55.0,42.0,59.0,46.0,39.0,30.0,54.0,57.0,,,,,,,,99.0,67.0,57.0,54.0,82.0,89.0,66.0,95.0,49.0,,,,,,,,40.0,37.0,24.0,32.0,38.0,35.0,20.0,51.0,28.0,,,,,,,,,,,,,,,,,,
155465560,Kekwpala,tirion,26.0,2680.0,60.0,62.0,5.0,8.0,3.0,5.0,100.0,,,50.0,,43.0,38.0,33.0,71.0,,75.0,,33.0,75.0,0.0,17.0,2.0,,,2.0,,7.0,8.0,6.0,7.0,,4.0,,3.0,4.0,3.0,6.0,2.0,,,1.0,,3.0,3.0,2.0,5.0,,3.0,,1.0,3.0,0.0,1.0,67.0,3.0,2.0,,,,,,,,,
154412126,Laélynn,kirin-tor,2.0,39903.0,57.0,0.0,7.0,1.0,4.0,0.0,72.0,71.0,61.0,100.0,71.0,,100.0,,100.0,,100.0,,100.0,,,,36.0,31.0,66.0,5.0,7.0,,1.0,,1.0,,1.0,,1.0,,,,26.0,22.0,40.0,5.0,5.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
162333844,Spikeyu,confrérie-du-thorium,4.0,724.0,50.0,0.0,2.0,2.0,1.0,0.0,100.0,,,100.0,,100.0,33.0,0.0,0.0,,0.0,,100.0,,0.0,,1.0,,,1.0,,1.0,3.0,1.0,1.0,,3.0,,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,0.0,0.0,,0.0,,2.0,,0.0,,,,,,,,,,,,,
141981486,Wtfpal,khaz-modan,14.0,1086.0,,50.0,,4.0,,2.0,100.0,,,,,100.0,50.0,100.0,67.0,,100.0,,,50.0,100.0,0.0,2.0,,,,,2.0,2.0,1.0,6.0,,1.0,,,2.0,1.0,3.0,2.0,,,,,2.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,0.0,,,,,,,,,,,,
175660087,Popsmoke,naxxramas,10.0,16126.0,52.0,100.0,31.0,1.0,16.0,1.0,46.0,59.0,52.0,64.0,36.0,38.0,45.0,48.0,45.0,50.0,33.0,,80.0,100.0,,40.0,37.0,32.0,29.0,28.0,33.0,32.0,22.0,33.0,29.0,10.0,3.0,,5.0,3.0,,5.0,17.0,19.0,15.0,18.0,12.0,12.0,10.0,16.0,13.0,5.0,1.0,,4.0,3.0,,2.0,,,,100.0,1.0,1.0,,,,,,
72084963,Soulbeat,antonidas,11.0,13465.0,76.0,,29.0,,22.0,,62.0,64.0,35.0,48.0,31.0,60.0,18.0,0.0,56.0,20.0,48.0,50.0,,,62.0,,37.0,25.0,20.0,21.0,13.0,15.0,11.0,6.0,16.0,5.0,21.0,2.0,,,16.0,,23.0,16.0,7.0,10.0,4.0,9.0,2.0,0.0,9.0,1.0,10.0,1.0,,,10.0,,,,,47.0,30.0,14.0,,,,,,
195672611,Wwoody,hyjal,1.0,333.0,0.0,,1.0,,0.0,,0.0,,,,,,,,100.0,,0.0,,,,0.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,0.0,,,,,,,,1.0,,0.0,,,,0.0,,,,,,,,,,,,,
141615992,Yalala,elune,13.0,12197.0,58.0,60.0,19.0,5.0,11.0,3.0,54.0,38.0,33.0,40.0,46.0,44.0,54.0,39.0,71.0,,67.0,,25.0,0.0,0.0,67.0,37.0,47.0,49.0,43.0,28.0,43.0,13.0,46.0,7.0,,3.0,,4.0,2.0,1.0,3.0,20.0,18.0,16.0,17.0,13.0,19.0,7.0,18.0,5.0,,2.0,,1.0,0.0,0.0,2.0,,,,,,,,,,,,
161234662,Igodédaim,culte-de-la-rive-noire,22.0,346.0,,100.0,,2.0,,2.0,50.0,,,,,,,,,,0.0,,0.0,,100.0,0.0,2.0,,,,,,,,,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,0.0,,0.0,,2.0,0.0,,,,,,,,,,,,
110762455,Deenit,ravencrest,39.0,14249.0,40.0,50.0,5.0,2.0,2.0,1.0,67.0,41.0,62.0,61.0,0.0,55.0,19.0,50.0,36.0,50.0,0.0,,67.0,86.0,50.0,,6.0,17.0,13.0,18.0,3.0,11.0,16.0,12.0,14.0,10.0,1.0,,12.0,7.0,2.0,,4.0,7.0,8.0,11.0,0.0,6.0,3.0,6.0,5.0,5.0,0.0,,8.0,6.0,1.0,,,,,33.0,3.0,1.0,,,,,,
165388212,Sjèfke,silvermoon,20.0,25971.0,68.0,100.0,22.0,4.0,15.0,4.0,60.0,56.0,37.0,58.0,58.0,64.0,54.0,58.0,64.0,,75.0,,50.0,38.0,50.0,50.0,73.0,36.0,19.0,48.0,59.0,11.0,13.0,12.0,11.0,,4.0,,6.0,8.0,6.0,8.0,44.0,20.0,7.0,28.0,34.0,7.0,7.0,7.0,7.0,,3.0,,3.0,3.0,3.0,4.0,,,,,,,100.0,2.0,2.0,,,
156999348,Ascèse,culte-de-la-rive-noire,46.0,46028.0,61.0,100.0,95.0,1.0,58.0,1.0,62.0,38.0,45.0,56.0,43.0,34.0,53.0,38.0,38.0,48.0,,,50.0,100.0,17.0,,125.0,26.0,62.0,66.0,83.0,35.0,85.0,68.0,69.0,44.0,,,6.0,1.0,6.0,,77.0,10.0,28.0,37.0,36.0,12.0,45.0,26.0,26.0,21.0,,,3.0,1.0,1.0,,,,,,,,,,,,,
109090209,Sïgmûnd,stormscale,22.0,1132.0,100.0,50.0,4.0,2.0,4.0,1.0,100.0,,100.0,75.0,,80.0,50.0,100.0,75.0,50.0,,,100.0,100.0,,0.0,1.0,,1.0,4.0,,5.0,2.0,2.0,4.0,2.0,,,2.0,2.0,,2.0,1.0,,1.0,3.0,,4.0,1.0,2.0,3.0,1.0,,,2.0,2.0,,0.0,,,,,,,,,,,,
98180293,Мркавай,gordunni,50.0,21663.0,92.0,50.0,38.0,2.0,35.0,1.0,78.0,59.0,57.0,58.0,46.0,36.0,37.0,39.0,54.0,69.0,100.0,,50.0,29.0,33.0,100.0,49.0,41.0,42.0,33.0,37.0,36.0,30.0,28.0,24.0,35.0,1.0,,8.0,7.0,3.0,2.0,38.0,24.0,24.0,19.0,17.0,13.0,11.0,11.0,13.0,24.0,1.0,,4.0,2.0,1.0,2.0,,,,0.0,3.0,0.0,,,,,,
138465092,Misstag,twisting-nether,25.0,2101.0,0.0,67.0,1.0,3.0,0.0,2.0,33.0,,100.0,50.0,,83.0,60.0,50.0,67.0,,100.0,,43.0,71.0,,43.0,3.0,,1.0,2.0,,6.0,5.0,6.0,12.0,,3.0,,7.0,7.0,,7.0,1.0,,1.0,1.0,,5.0,3.0,3.0,8.0,,3.0,,3.0,5.0,,3.0,25.0,4.0,1.0,,,,,,,,,
237882031,Padawa,ghostlands,20.0,1543.0,,60.0,,10.0,,6.0,,,,100.0,,25.0,25.0,50.0,71.0,,,,83.0,75.0,,60.0,,,,1.0,,4.0,8.0,10.0,7.0,,,,6.0,4.0,,5.0,,,,1.0,,1.0,2.0,5.0,5.0,,,,5.0,3.0,,3.0,25.0,4.0,1.0,,,,,,,,,
189279294,Холиманьяк,gordunni,60.0,14208.0,57.0,74.0,7.0,23.0,4.0,17.0,0.0,55.0,60.0,72.0,,57.0,67.0,56.0,64.0,55.0,0.0,44.0,66.0,46.0,0.0,75.0,3.0,11.0,5.0,25.0,,28.0,27.0,36.0,47.0,20.0,1.0,9.0,44.0,26.0,2.0,8.0,0.0,6.0,3.0,18.0,,16.0,18.0,20.0,30.0,11.0,0.0,4.0,29.0,12.0,0.0,6.0,,,,,,,100.0,2.0,2.0,,,
247160183,Палстар,gordunni,37.0,5911.0,100.0,,5.0,,5.0,,67.0,27.0,33.0,25.0,57.0,83.0,67.0,43.0,43.0,67.0,,,,,0.0,,3.0,11.0,3.0,16.0,7.0,6.0,12.0,7.0,7.0,9.0,,,,,2.0,,2.0,3.0,1.0,4.0,4.0,5.0,8.0,3.0,3.0,6.0,,,,,0.0,,,,,100.0,1.0,1.0,,,,,,
176231782,Intrøper,outland,11.0,3109.0,50.0,75.0,2.0,4.0,1.0,3.0,50.0,50.0,100.0,38.0,,33.0,67.0,44.0,29.0,50.0,,,83.0,75.0,67.0,0.0,2.0,4.0,3.0,8.0,,3.0,6.0,9.0,7.0,4.0,,,6.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,,1.0,4.0,4.0,2.0,2.0,,,5.0,3.0,2.0,0.0,,,,,,,,,,,,
